payment_id,invoice_id,payment_date,amount_paid
14303,16887,2024-03-05,9.45
14304,12930,2024-03-03,30.45
14305,6231,2024-09-04,30.45
14306,9262,2024-01-11,82.95
14307,15374,2024-01-07,9.45
14308,11850,2024-02-11,9.45
14309,1993,2024-07-06,30.45
14310,6147,2024-04-09,9.45
14311,20249,2024-10-10,82.95
14312,9786,2023-08-08,30.45
14313,12904,2023-11-06,9.45
14314,9024,2023-12-06,9.45
14315,19529,2024-10-03,30.45
14316,11896,2024-09-03,9.45
14317,5267,2024-02-11,9.45
14318,18527,2024-11-04,30.45
14319,15818,2024-07-01,9.45
14320,9951,2024-10-07,9.45
14321,17611,2024-09-04,208.95
14322,10948,2024-11-09,30.45
14323,8025,2024-05-07,82.95
14324,435,2024-05-08,30.45
14325,1740,2024-04-10,208.95
14326,7876,2023-07-07,208.95
14327,11991,2024-01-03,9.45
14328,17785,2023-08-04,30.45
14329,18035,2023-12-09,82.95
14330,14781,2023-12-02,208.95
14331,10505,2024-12-03,82.95
14332,11645,2024-03-10,9.45
14333,1349,2024-05-05,208.95
14334,12768,2024-07-10,9.45
14335,14076,2024-06-06,9.45
14336,15828,2023-10-04,9.45
14337,4471,2024-08-06,9.45
14338,473,2024-07-12,82.95
14339,7180,2024-07-09,9.45
14340,2354,2023-09-09,82.95
14341,12916,2024-11-03,9.45
14342,10056,2023-11-05,82.95
14343,6216,2024-06-11,82.95
14344,15737,2024-09-10,82.95
14345,10071,2023-09-12,30.45
14346,5111,2024-12-06,9.45
14347,18131,2024-12-12,30.45
14348,11156,2024-07-03,30.45
14349,5540,2024-09-09,30.45
14350,16054,2023-09-09,30.45
14351,7622,2024-12-10,9.45
14352,2725,2023-11-10,9.45
14353,14608,2024-03-08,208.95
14354,20313,2023-09-05,30.45
14355,12598,2023-10-08,9.45
14356,11060,2024-04-03,9.45
14357,11691,2024-05-02,9.45
14358,17776,2024-04-06,82.95
14359,8086,2023-07-02,208.95
14360,14303,2024-08-09,30.45
14361,19881,2024-12-06,9.45
14362,15533,2023-05-11,9.45
14363,5487,2024-04-03,82.95
14364,19903,2023-10-08,208.95
14365,17087,2023-09-10,208.95
14366,16071,2023-07-03,30.45
14367,9154,2024-08-10,208.95
14368,12739,2024-07-03,208.95
14369,7568,2024-10-06,30.45
14370,5574,2023-11-03,30.45
14371,2161,2024-08-04,30.45
14372,6611,2024-11-02,9.45
14373,6754,2023-09-11,82.95
14374,8720,2024-07-11,9.45
14375,10325,2024-07-10,9.45
14376,12340,2023-05-08,82.95
14377,17875,2024-10-04,30.45
14378,13676,2024-02-10,9.45
14379,11311,2023-12-03,9.45
14380,17104,2024-07-05,9.45
14381,18128,2024-09-05,30.45
14382,138,2024-09-09,30.45
14383,8112,2023-07-03,30.45
14384,5428,2024-10-07,9.45
14385,18403,2024-03-03,9.45
14386,18344,2024-10-10,9.45
14387,235,2023-02-07,208.95
14388,11089,2024-08-07,30.45
14389,7270,2024-02-04,9.45
14390,11948,2024-12-07,9.45
14391,18360,2024-04-03,9.45
14392,8297,2024-09-06,82.95
14393,13556,2024-07-05,9.45
14394,19261,2024-01-03,30.45
14395,9069,2024-03-03,9.45
14396,13960,2024-08-09,9.45
14397,1957,2024-10-06,82.95
14398,15376,2024-03-09,9.45
14399,10803,2024-08-04,30.45
14400,1986,2024-10-12,30.45
14401,6194,2024-04-04,30.45
14402,2206,2023-04-10,30.45
14403,18236,2024-11-12,9.45
14404,16088,2024-12-03,30.45
14405,10356,2023-11-09,30.45
14406,11204,2024-02-06,30.45
14407,20178,2023-09-08,9.45
14408,11147,2024-10-08,9.45
14409,5478,2024-06-02,9.45
14410,9294,2024-01-09,30.45
14411,4256,2024-04-04,30.45
14412,17604,2024-02-09,208.95
14413,7037,2023-05-02,30.45
14414,5178,2024-03-04,9.45
14415,986,2024-09-06,208.95
14416,18021,2024-08-06,9.45
14417,1979,2024-03-10,30.45
14418,19174,2024-08-07,82.95
14419,161,2024-04-06,9.45
14420,10016,2024-12-04,9.45
14421,18270,2024-02-06,9.45
14422,6332,2024-10-07,9.45
14423,233,2024-12-03,30.45
14424,8824,2024-10-02,82.95
14425,15458,2024-01-09,9.45
14426,978,2024-01-09,208.95
14427,13724,2024-10-10,30.45
14428,1262,2023-09-08,9.45
14429,11780,2024-07-04,9.45
14430,14647,2024-05-04,30.45
14431,15795,2024-12-10,30.45
14432,11868,2024-02-04,30.45
14433,996,2023-07-11,30.45
14434,14700,2023-11-01,9.45
14435,14183,2024-06-10,82.95
14436,19408,2024-08-08,208.95
14437,11935,2024-12-04,30.45
14438,3869,2024-05-07,82.95
14439,11461,2024-12-09,9.45
14440,4784,2023-10-11,9.45
14441,14245,2023-06-05,30.45
14442,10966,2024-05-07,82.95
14443,19926,2024-02-09,9.45
14444,857,2023-10-01,9.45
14445,9656,2023-07-02,9.45
14446,13953,2024-01-10,9.45
14447,5040,2023-07-06,82.95
14448,10478,2024-06-11,9.45
14449,19889,2023-12-06,9.45
14450,10000,2024-06-08,208.95
14451,16131,2023-03-05,208.95
14452,2232,2023-06-10,30.45
14453,7825,2024-08-03,30.45
14454,16607,2024-03-12,9.45
14455,4166,2023-02-10,9.45
14456,9283,2024-09-10,9.45
14457,5373,2023-06-11,30.45
14458,13298,2024-09-07,9.45
14459,14812,2024-08-06,30.45
14460,2859,2024-02-03,9.45
14461,514,2024-06-04,82.95
14462,4962,2024-06-04,30.45
14463,9532,2024-09-07,30.45
14464,7955,2023-10-04,30.45
14465,16615,2024-11-11,9.45
14466,13993,2024-11-11,1467.72
14467,18407,2024-07-03,9.45
14468,20424,2024-08-02,9.45
14469,6897,2024-10-09,82.95
14470,15026,2024-04-03,30.45
14471,5612,2023-09-11,82.95
14472,15247,2024-10-08,30.45
14473,11363,2024-01-05,82.95
14474,19619,2024-04-07,9.45
14475,2099,2024-07-07,9.45
14476,3015,2024-07-06,30.45
14477,12660,2024-05-08,9.45
14478,19556,2024-08-05,30.45
14479,6554,2024-07-10,60.9
14480,20380,2024-09-09,9.45
14481,18250,2023-09-07,9.45
14482,6657,2024-05-03,9.45
14483,4179,2024-03-02,9.45
14484,5933,2025-04-04,82.95
14485,20073,2024-10-11,30.45
14486,1888,2023-10-07,30.45
14487,10891,2024-12-09,30.45
14488,11879,2024-03-04,9.45
14489,2425,2024-06-04,82.95
14490,2420,2024-01-06,82.95
14491,116,2023-11-08,82.95
14492,17506,2024-12-02,30.45
14493,5244,2024-05-06,9.45
14494,16222,2024-10-09,9.45
14495,6473,2024-11-08,9.45
14496,12700,2024-03-02,30.45
14497,6404,2024-10-11,82.95
14498,8648,2024-03-01,30.45
14499,19841,2024-03-09,82.95
14500,17471,2024-12-04,9.45
14501,7437,2024-08-05,82.95
14502,13730,2023-07-08,30.45
14503,9588,2023-10-06,30.45
14504,18944,2024-11-05,9.45
14505,19609,2023-06-08,9.45
14506,10995,2024-11-11,208.95
14507,8350,2024-02-05,9.45
14508,13967,2023-03-10,9.45
14509,9014,2024-11-10,9.45
14510,377,2024-11-11,30.45
14511,10518,2024-09-04,30.45
14512,13270,2024-07-07,9.45
14513,19385,2023-02-04,30.45
14514,14365,2024-02-06,82.95
14515,6545,2023-10-06,30.45
14516,8396,2024-01-05,9.45
14517,6681,2024-10-09,30.45
14518,16534,2024-03-05,82.95
14519,11730,2024-04-09,9.45
14520,16750,2024-04-06,9.45
14521,2882,2024-02-09,30.45
14522,5538,2024-07-05,60.9
14523,4398,2024-02-04,9.45
14524,2597,2024-12-01,9.45
14525,18084,2023-05-02,9.45
14526,10570,2024-03-06,9.45
14527,15266,2024-08-04,82.95
14528,3154,2024-12-09,82.95
14529,18180,2024-12-06,9.45
14530,14923,2024-08-01,9.45
14531,1328,2023-08-11,9.45
14532,6644,2023-04-10,9.45
14533,11358,2023-08-03,82.95
14534,6378,2024-04-02,30.45
14535,7796,2024-07-06,30.45
14536,19835,2024-12-04,208.95
14537,17322,2024-07-09,9.45
14538,19022,2024-12-06,30.45
14539,16700,2023-07-10,208.95
14540,11431,2024-06-01,30.45
14541,5904,2023-12-01,30.45
14542,12480,2024-02-08,9.45
14543,4527,2024-11-10,9.45
14544,19448,2023-12-02,9.45
14545,7540,2024-04-11,30.45
14546,2463,2024-10-03,82.95
14547,1364,2024-12-10,30.45
14548,20162,2024-07-06,30.45
14549,17286,2024-04-05,30.45
14550,20264,2024-03-09,82.95
14551,18934,2024-01-06,9.45
14552,8704,2024-09-03,9.45
14553,903904,2023-08-09,9.45
14554,3292,2024-06-03,30.45
14555,14269,2024-08-10,82.95
14556,6356,2024-04-07,30.45
14557,16197,2024-09-08,82.95
14558,15209,2023-07-09,9.45
14559,15089,2023-07-06,30.45
14560,12160,2024-10-10,30.45
14561,20499,2024-12-02,188.51
14562,17095,2024-05-09,208.95
14563,16280,2023-10-01,9.45
14564,19251,2024-06-04,30.45
14565,2641,2024-09-04,9.45
14566,13675,2024-01-01,9.45
14567,6540,2024-10-10,30.45
14568,9912,2023-10-02,82.95
14569,9201,2023-04-08,9.45
14570,17033,2024-02-02,9.45
14571,915643,2023-12-12,9.45
14572,5939,2024-03-08,9.45
14573,7447,2024-09-04,30.45
14574,1090,2024-07-08,9.45
14575,18071,2023-12-04,30.45
14576,6862,2024-02-03,82.95
14577,4010,2024-12-04,82.95
14578,14459,2024-10-11,30.45
14579,6080,2024-05-03,9.45
14580,5983,2024-10-02,30.45
14581,6149,2024-06-11,9.45
14582,3825,2023-06-05,9.45
14583,12291,2024-03-11,9.45
14584,4400,2024-04-06,9.45
14585,8128,2024-11-12,30.45
14586,13842,2024-10-06,82.95
14587,5936,2023-12-06,9.45
14588,2830,2023-12-06,9.45
14589,13031,2024-09-11,9.45
14590,8515,2023-04-05,9.45
14591,17341,2024-05-10,30.45
14592,9067,2024-01-07,9.45
14593,17450,2024-10-07,30.45
14594,19285,2024-02-04,9.45
14595,14285,2024-02-03,9.45
14596,10083,2024-09-09,30.45
14597,3159,2023-07-05,82.95
14598,17684,2024-03-11,9.45
14599,18689,2024-03-04,208.95
14600,18317,2024-11-06,30.45
14601,972,,165.9
14602,4874,2025-02-23,9.45
14603,18369,2023-02-04,30.45
14604,7587,2024-12-07,9.45
14605,15468,2024-11-11,9.45
14606,11810,2023-11-03,9.45
14607,6568,2023-10-04,30.45
14608,8893,2024-12-05,30.45
14609,15108,2024-03-06,82.95
14610,15898,2023-05-11,30.45
14611,8778,2024-11-06,30.45
14612,2992,2023-11-04,9.45
14613,475,2024-09-10,82.95
14614,5332,2024-10-03,82.95
14615,12908,2024-03-04,9.45
14616,8917,2023-04-07,30.45
14617,17010,2024-02-05,82.95
14618,15698,2024-07-06,9.45
14619,11759,2024-09-06,30.45
14620,12153,2024-03-05,30.45
14621,1084,2024-01-03,9.45
14622,923,2024-10-07,9.45
14623,8090,2023-11-04,208.95
14624,13742,2024-07-12,30.45
14625,7592,2024-01-04,30.45
14626,18321,2024-10-04,82.95
14627,1715,2024-11-04,208.95
14628,8324,2024-07-03,18.9
14629,10975,2023-03-09,208.95
14630,775,2024-06-10,30.45
14631,16524,2023-05-09,82.95
14632,995,2023-06-09,30.45
14633,3367,2024-11-10,9.45
14634,6636,2024-06-02,208.95
14635,3165,2024-04-10,82.95
14636,6801,2024-08-12,9.45
14637,10290,2023-10-06,9.45
14638,16401,2024-12-12,9.45
14639,11401,2024-09-06,30.45
14640,18665,2024-11-08,9.45
14641,10134,2024-08-08,82.95
14642,12531,2024-08-03,30.45
14643,10046,2024-03-09,30.45
14644,17782,2024-10-02,82.95
14645,12573,2024-07-04,82.95
14646,15055,2024-11-05,9.45
14647,16617,2023-08-08,9.45
14648,171,2024-11-06,9.45
14649,3471,2023-09-05,82.95
14650,1099,2024-05-02,82.95
14651,17355,2023-10-09,30.45
14652,17303,2024-05-01,30.45
14653,4920,2024-09-11,30.45
14654,5998,2024-02-09,208.95
14655,16181,2023-05-09,82.95
14656,5730,2024-02-23,9.45
14657,371,2024-05-07,30.45
14658,3770,2024-07-04,18.9
14659,19805,2023-09-09,208.95
14660,6284,2024-01-09,30.45
14661,5885,2023-08-03,82.95
14662,18706,2023-08-04,30.45
14663,12441,2024-08-11,30.45
14664,19531,2024-12-07,30.45
14665,14231,2024-11-06,30.45
14666,16900,2023-04-08,30.45
14667,17396,2023-11-10,30.45
14668,16291,2024-09-01,9.45
14669,379,2023-07-07,30.45
14670,11763,2023-03-05,9.45
14671,2692,2024-11-08,30.45
14672,139,2024-10-02,30.45
14673,17685,2024-04-09,9.45
14674,12092,,30.45
14675,4702,2024-04-07,30.45
14676,19445,2023-09-12,9.45
14677,6937,2024-04-03,9.45
14678,1829,2023-07-05,82.95
14679,8652,2024-07-10,30.45
14680,18244,2024-10-03,30.45
14681,10774,2023-05-22,82.95
14682,10440,2024-05-06,9.45
14683,12901,2023-08-11,9.45
14684,14177,2023-12-05,82.95
14685,4372,2024-09-05,82.95
14686,9406,2023-11-06,30.45
14687,14174,2023-09-06,82.95
14688,19100,2023-08-08,30.45
14689,20063,2024-10-10,30.45
14690,2298,2024-01-08,30.45
14691,16013,2024-05-04,9.45
14692,7554,2023-08-03,30.45
14693,16955,2024-12-10,30.45
14694,4430,2024-03-06,82.95
14695,3199,,30.45
14696,2833,2024-03-05,9.45
14697,7921,2024-08-07,30.45
14698,9175,2024-07-05,9.45
14699,19551,2024-11-04,82.95
14700,537,2024-05-10,30.45
14701,18744,2024-09-10,82.95
14702,7910,2024-08-05,82.95
14703,10295,2024-03-11,9.45
14704,2123,2024-07-11,30.45
14705,5490,2024-07-06,82.95
14706,16570,2024-10-04,9.45
14707,17866,2024-01-10,30.45
14708,2029,2024-10-07,9.45
14709,7749,2024-05-06,9.45
14710,8882,2024-08-03,82.95
14711,15629,,30.45
14712,15340,2023-08-03,30.45
14713,6739,2023-12-01,9.45
14714,6525,2024-12-07,30.45
14715,2321,2024-04-11,82.95
14716,18510,2023-06-03,30.45
14717,14070,2024-03-07,9.45
14718,17045,2023-09-03,30.45
14719,12304,2023-10-01,30.45
14720,8337,2023-12-11,9.45
14721,477,2024-11-06,82.95
14722,17870,2024-05-12,30.45
14723,5079,2024-03-04,9.45
14724,3804,2023-09-10,82.95
14725,1755,2024-04-07,30.45
14726,14714,2023-08-06,9.45
14727,1053,2024-04-10,208.95
14728,2421,2024-02-10,82.95
14729,18792,2024-09-05,9.45
14730,3270,2024-09-04,9.45
14731,3595,2024-02-08,9.45
14732,17123,2024-12-05,30.45
14733,15517,2024-04-09,82.95
14734,12805,2023-09-12,30.45
14735,9910,2023-11-13,82.95
14736,10488,2024-07-03,30.45
14737,9602,2024-12-04,30.45
14738,17808,2024-05-05,9.45
14739,9059,2023-05-06,9.45
14740,11201,2023-11-09,30.45
14741,964,2024-09-08,9.45
14742,4850,2023-10-03,30.45
14743,17358,2024-01-11,30.45
14744,8062,2024-03-08,9.45
14745,17666,2024-07-03,9.45
14746,7925,2024-12-05,30.45
14747,3501,2023-05-11,9.45
14748,18345,2024-11-06,9.45
14749,2453,2023-12-05,82.95
14750,5076,2023-12-03,9.45
14751,19208,2024-11-12,30.45
14752,10426,2024-08-02,9.45
14753,9827,2024-08-09,9.45
14754,18868,2023-03-11,82.95
14755,10930,2024-02-09,82.95
14756,17336,2023-12-09,30.45
14757,3919,2024-11-03,9.45
14758,16087,2024-11-07,30.45
14759,7625,2024-07-07,18.9
14760,16789,2024-04-07,9.45
14761,1555,2024-08-07,30.45
14762,17311,2023-08-03,9.45
14763,7647,2024-09-07,208.95
14764,5196,2024-02-05,30.45
14765,9962,2023-10-06,9.45
14766,19376,2024-11-10,82.95
14767,3247,2024-03-04,208.95
14768,15922,2024-07-11,82.95
14769,3588,2024-12-08,9.45
14770,5810,2024-11-10,9.45
14771,1359,2024-07-05,30.45
14772,9102,2024-04-02,9.45
14773,13147,2024-11-05,30.45
14774,4694,2023-12-03,9.45
14775,10005,2024-11-04,208.95
14776,8963,2024-10-12,9.45
14777,1548,2024-08-09,9.45
14778,5696,2023-12-09,30.45
14779,1460,2024-07-09,30.45
14780,10769,2024-08-11,9.45
14781,20248,2024-09-12,82.95
14782,14033,2024-02-01,208.95
14783,10651,2024-09-04,9.45
14784,18827,2024-01-05,9.45
14785,8131,2023-08-06,30.45
14786,14504,2024-10-03,30.45
14787,2226,2024-12-01,30.45
14788,16464,2024-04-04,9.45
14789,5802,2024-03-02,9.45
14790,8274,2024-08-03,30.45
14791,17169,2023-11-10,9.45
14792,1075,2023-04-04,9.45
14793,1761,,30.45
14794,650,2023-08-10,9.45
14795,11333,2024-12-09,30.45
14796,8520,2024-11-08,9.45
14797,5775,2024-03-10,30.45
14798,523,2023-03-03,30.45
14799,15147,2024-08-08,30.45
14800,7087,2023-08-03,9.45
14801,2735,2024-09-02,9.45
14802,5361,2024-01-06,82.95
14803,7262,2024-11-05,208.95
14804,16597,2023-05-07,9.45
14805,16424,2024-04-06,9.45
14806,16739,2024-06-04,9.45
14807,18008,2024-03-06,82.95
14808,17333,2023-09-11,30.45
14809,2481,2023-11-08,9.45
14810,7046,2024-02-07,30.45
14811,8637,2024-10-10,9.45
14812,19804,2024-12-07,30.45
14813,977,2024-12-02,82.95
14814,17254,2024-05-12,30.45
14815,10138,2024-12-08,82.95
14816,12749,2024-12-08,208.95
14817,4743,2024-12-05,9.45
14818,8932,2024-07-09,60.9
14819,5744,2023-07-03,30.45
14820,1459,2024-06-07,30.45
14821,362,2024-08-09,82.95
14822,17590,2024-05-09,9.45
14823,13470,2023-03-09,9.45
14824,2470,2023-05-07,9.45
14825,10550,2024-08-06,9.45
14826,20202,2023-12-08,9.45
14827,4286,2024-07-10,18.9
14828,4274,2024-06-06,82.95
14829,12557,2023-12-07,82.95
14830,5662,2023-02-09,208.95
14831,11675,2023-07-01,30.45
14832,3455,2023-12-06,9.45
14833,6622,2024-11-09,9.45
14834,18948,2023-08-04,30.45
14835,6448,2024-12-03,30.45
14836,10642,2024-01-28,9.45
14837,12926,2023-11-03,30.45
14838,907,2024-04-09,9.45
14839,16489,2024-07-06,30.45
14840,6437,2025-02-08,82.95
14841,1656,2024-12-09,9.45
14842,20353,2023-07-03,9.45
14843,10467,2024-10-04,82.95
14844,13532,2023-11-05,30.45
14845,5270,2024-05-09,9.45
14846,8512,2024-12-08,82.95
14847,1639,2023-12-07,9.45
14848,19236,2023-10-03,9.45
14849,10577,2024-10-05,9.45
14850,8433,2023-07-09,30.45
14851,5203,2024-07-12,82.95
14852,1846,2024-12-08,82.95
14853,2081,2023-11-11,82.95
14854,7872,2023-03-07,208.95
14855,13922,2024-08-06,30.45
14856,4082,2024-04-07,30.45
14857,15746,2024-10-06,30.45
14858,11111,2024-07-04,9.45
14859,341,2024-12-08,30.45
14860,18657,2024-10-09,9.45
14861,12848,2024-08-03,9.45
14862,666,2024-12-09,9.45
14863,2432,2024-03-10,30.45
14864,10464,2024-07-04,82.95
14865,2236,2023-10-03,30.45
14866,8545,2024-08-09,9.45
14867,3649,2024-04-06,82.95
14868,14857,2023-01-10,9.45
14869,355,2024-01-09,82.95
14870,7939,2024-02-09,9.45
14871,6157,2024-05-07,30.45
14872,11189,2024-04-10,82.95
14873,11581,2023-09-04,208.95
14874,18067,2023-08-02,30.45
14875,5363,2024-03-08,82.95
14876,17182,2024-12-04,9.45
14877,15133,2023-06-12,30.45
14878,10133,2024-07-05,82.95
14879,19372,2024-07-02,82.95
14880,2894,2024-05-05,82.95
14881,3546,2024-04-01,82.95
14882,13121,2024-12-12,208.95
14883,18494,2024-02-07,9.45
14884,1497,2024-11-10,9.45
14885,12351,2024-04-11,82.95
14886,6452,2024-01-07,30.45
14887,815,2023-08-09,30.45
14888,7367,2023-10-04,30.45
14889,2040,2024-09-11,9.45
14890,17868,2024-03-11,30.45
14891,10139,2024-07-07,18.9
14892,9789,2023-11-06,30.45
14893,19691,2024-03-08,208.95
14894,16680,2024-01-06,208.95
14895,11992,2024-02-11,9.45
14896,15156,2023-05-04,208.95
14897,20260,2023-11-03,82.95
14898,17364,2024-07-04,30.45
14899,9256,2023-07-01,82.95
14900,1332,2023-12-08,9.45
14901,8280,2024-05-09,82.95
14902,12843,2024-03-08,9.45
14903,1374,2024-02-07,30.45
14904,9679,2024-04-01,30.45
14905,18281,2023-04-07,9.45
14906,5641,2024-02-04,30.45
14907,9204,2023-07-06,9.45
14908,2546,2023-03-07,9.45
14909,15085,2024-09-08,9.45
14910,14871,2024-03-10,9.45
14911,8530,2024-08-09,82.95
14912,12778,2024-03-06,30.45
14913,19893,2024-04-05,9.45
14914,18323,2024-12-04,82.95
14915,4185,2024-09-04,9.45
14916,14026,2024-11-06,9.45
14917,17957,2023-11-06,30.45
14918,6065,2023-11-11,30.45
14919,2621,2024-07-12,9.45
14920,16281,2023-11-10,9.45
14921,12772,2024-11-04,9.45
14922,14342,2024-01-04,82.95
14923,5602,2024-07-04,9.45
14924,12152,2024-02-02,30.45
14925,9310,2023-09-02,82.95
14926,12395,2024-09-07,82.95
14927,10403,2023-10-03,9.45
14928,16729,2023-08-02,111.19
14929,19242,2024-04-03,9.45
14930,13320,2024-03-02,9.45
14931,11238,2024-07-05,82.95
14932,9559,2023-08-03,30.45
14933,4993,2024-12-10,30.45
14934,9147,2024-11-08,82.95
14935,12417,2023-12-04,82.95
14936,6592,2024-03-10,9.45
14937,18365,2024-09-06,9.45
14938,13770,2024-12-06,9.45
14939,19438,2024-11-01,9.45
14940,6296,2023-05-09,30.45
14941,18826,2023-12-04,9.45
14942,16444,2023-05-04,82.95
14943,8759,2024-12-10,9.45
14944,10796,2024-12-08,82.95
14945,5155,2024-08-06,9.45
14946,15616,2024-09-03,9.45
14947,12555,2023-10-04,82.95
14948,13522,2024-10-11,82.95
14949,12786,2024-11-08,30.45
14950,2746,2023-04-12,9.45
14951,11582,2023-10-06,208.95
14952,19508,2023-12-11,82.95
14953,18720,2024-10-10,30.45
14954,1450,2024-08-09,9.45
14955,49,2024-07-06,9.45
14956,17306,2024-08-02,30.45
14957,17155,2024-10-08,208.95
14958,17006,2023-10-02,82.95
14959,4287,2024-08-03,9.45
14960,12568,2024-02-12,82.95
14961,16692,2024-03-10,9.45
14962,16749,2024-03-06,9.45
14963,4369,2024-06-08,82.95
14964,4977,2024-05-08,9.45
14965,16553,2023-05-05,9.45
14966,15682,2024-09-04,30.45
14967,424,2024-05-03,9.45
14968,10404,2023-11-01,9.45
14969,708,2024-09-08,82.95
14970,2503,2024-01-04,9.45
14971,1453,2023-12-10,30.45
14972,17997,2024-11-10,208.95
14973,16608,2024-04-05,9.45
14974,15061,2024-06-07,30.45
14975,7856,2023-11-01,9.45
14976,13494,2024-02-02,82.95
14977,10039,2024-10-05,30.45
14978,12196,2023-12-06,82.95
14979,7350,2024-02-12,82.95
14980,5044,2023-11-10,82.95
14981,8021,2024-01-11,82.95
14982,9924,2023-10-05,82.95
14983,2180,2024-06-07,9.45
14984,15450,2023-05-04,9.45
14985,3059,2024-06-01,9.45
14986,11647,2024-05-07,9.45
14987,1961,2024-02-09,30.45
14988,4177,2024-01-08,9.45
14989,2813,2023-11-04,9.45
14990,7739,2023-07-02,9.45
14991,4890,2024-10-04,9.45
14992,8928,2024-03-01,30.45
14993,17227,2023-08-03,82.95
14994,9794,2024-04-06,30.45
14995,12215,2023-09-03,30.45
14996,20039,2023-08-09,82.95
14997,740,2023-06-05,30.45
14998,1500,2024-07-10,208.95
14999,16785,2023-12-11,9.45
15000,8733,2024-01-12,82.95
15001,14955,2023-08-10,82.95
15002,19297,2024-05-02,9.45
15003,14301,2024-06-04,30.45
15004,6676,2024-05-02,30.45
15005,16101,2024-04-04,82.95
15006,10148,2023-06-06,82.95
15007,4470,2024-07-06,9.45
15008,3187,2024-03-03,9.45
15009,13148,2024-12-06,30.45
15010,10898,2024-08-02,208.95
15011,1612,2024-01-02,30.45
15012,5149,2024-02-10,9.45
15013,4869,2024-06-07,9.45
15014,5717,2024-09-05,82.95
15015,8251,2024-07-05,30.45
15016,13559,2024-10-07,9.45
15017,19742,2024-12-08,30.45
15018,8717,2024-04-01,9.45
15019,3351,2024-05-10,82.95
15020,18791,2024-08-08,9.45
15021,3838,2024-07-02,9.45
15022,16514,2024-08-10,208.95
15023,19207,2024-10-03,30.45
15024,106,2024-07-10,82.95
15025,16393,2024-04-12,9.45
15026,187,2024-12-01,30.45
15027,11188,2024-03-02,82.95
15028,10027,2023-11-05,9.45
15029,9662,2024-01-08,9.45
15030,4762,2024-08-10,208.95
15031,8139,2024-04-09,30.45
15032,13157,2023-12-09,82.95
15033,896,2023-05-10,9.45
15034,13389,2024-03-11,208.95
15035,6737,2024-11-08,9.45
15036,4247,2024-12-04,9.45
15037,5312,2024-10-03,82.95
15038,11391,2024-08-03,9.45
15039,3084,2024-10-05,30.45
15040,17299,2024-05-11,208.95
15041,19028,2024-05-11,9.45
15042,15825,2023-07-10,9.45
15043,8881,2024-07-02,82.95
15044,8185,2024-07-02,30.45
15045,6127,2024-07-03,82.95
15046,17527,2024-08-11,9.45
15047,9056,2024-10-10,9.45
15048,19163,2023-09-09,82.95
15049,1667,2024-02-01,208.95
15050,9318,2024-05-04,82.95
15051,20531,2024-01-06,30.45
15052,18667,2023-03-06,82.95
15053,221,2024-07-03,82.95
15054,9855,2024-12-01,82.95
15055,1640,2024-01-02,9.45
15056,17430,2023-10-04,9.45
15057,16520,2024-09-06,30.45
15058,16068,2024-11-04,30.45
15059,4458,2024-06-03,9.45
15060,19406,2024-11-03,30.45
15061,13577,2024-09-04,9.45
15062,7097,2024-06-05,9.45
15063,9434,2024-04-06,9.45
15064,19680,2023-04-11,208.95
15065,17173,2024-03-08,9.45
15066,8841,2023-12-01,82.95
15067,4327,2024-01-06,9.45
15068,4362,2023-11-04,82.95
15069,10640,2023-10-12,9.45
15070,5533,2024-07-07,9.45
15071,13545,2024-12-09,30.45
15072,10037,2024-08-03,30.45
15073,13875,2023-12-08,82.95
15074,7127,2024-12-04,30.45
15075,7795,2024-06-03,30.45
15076,19630,2024-08-08,9.45
15077,4997,2024-06-09,30.45
15078,2127,2024-11-04,30.45
15079,4579,2023-05-05,9.45
15080,9872,2024-09-03,208.95
15081,12979,2024-09-05,30.45
15082,10070,2023-08-11,30.45
15083,15594,2024-02-11,82.95
15084,7291,2023-12-07,9.45
15085,691,2024-06-04,9.45
15086,15680,2024-07-03,30.45
15087,16912,2024-04-03,30.45
15088,11571,2024-06-08,9.45
15089,5027,2024-06-03,9.45
15090,4370,2024-07-08,82.95
15091,3887,2024-02-10,9.45
15092,6526,2024-01-06,30.45
15093,17956,2023-10-11,30.45
15094,11315,2024-04-05,9.45
15095,20088,2024-08-12,30.45
15096,1784,2024-08-04,82.95
15097,14787,2024-06-10,208.95
15098,6279,2023-08-02,30.45
15099,14265,2024-04-10,82.95
15100,6691,2024-01-03,9.45
15101,1749,2023-10-07,30.45
15102,2115,2023-11-05,30.45
15103,10106,2024-06-04,82.95
15104,14824,2023-12-05,9.45
15105,1559,2024-12-07,30.45
15106,12999,2024-07-02,9.45
15107,9615,2024-06-08,30.45
15108,5935,2023-11-07,9.45
15109,3076,2024-02-03,30.45
15110,16690,2024-11-10,208.95
15111,10262,2024-04-08,9.45
15112,19690,2024-02-09,208.95
15113,5954,2023-08-05,30.45
15114,12301,2023-07-03,30.45
15115,5814,2023-12-08,82.95
15116,16191,2024-03-06,82.95
15117,15087,2024-11-12,9.45
15118,7475,2023-05-03,30.45
15119,2807,2024-10-04,82.95
15120,20519,2024-12-08,9.45
15121,11174,2024-10-12,9.45
15122,6632,2024-02-08,208.95
15123,19852,2024-08-07,9.45
15124,1554,2024-07-04,60.9
15125,10953,2023-12-10,82.95
15126,9704,2024-05-11,82.95
15127,8136,2024-01-09,30.45
15128,5573,2023-10-08,30.45
